no-8x8dct,no-cabac,no-deblock,no-fast-pskip,no-mbtree,no-mixed-refs,no-weightb,rc-lookahead,ref,PERF
0.0,1.0,1.0,1.0,1.0,0.0,1.0,51.0,1.0,6935.69
0.0,1.0,1.0,1.0,1.0,1.0,1.0,51.0,1.0,6935.69
0.0,1.0,1.0,1.0,1.0,1.0,1.0,51.0,1.0,6935.69
0.0,1.0,1.0,1.0,1.0,0.0,1.0,51.0,1.0,6935.69
0.0,1.0,1.0,1.0,1.0,0.0,1.0,51.0,1.0,6935.69
0.0,1.0,1.0,1.0,1.0,1.0,1.0,51.0,1.0,6935.69
0.0,1.0,1.0,0.0,1.0,1.0,1.0,51.0,1.0,6910.56
0.0,1.0,1.0,0.0,1.0,1.0,1.0,51.0,1.0,6910.56
0.0,1.0,1.0,0.0,1.0,1.0,1.0,51.0,1.0,6910.56
0.0,1.0,1.0,0.0,1.0,1.0,1.0,51.0,1.0,6910.56
