write_request_timeout_in_ms,read_request_timeout_in_ms,commitlog_total_space_in_mb,key_cache_size_in_mb,commitlog_segment_size_in_mb,dynamic_snitch_badness_threshold,index_summary_capacity_in_mb,key_cache_save_period,file_cache_size_in_mb,thrift_framed_transport_size_in_mb,memtable_heap_space_in_mb,concurrent_writes,index_summary_resize_interval_in_minutes,commitlog_sync_period_in_ms,range_request_timeout_in_ms,rpc_min_threads,batch_size_warn_threshold_in_kb,concurrent_reads,column_index_size_in_kb,dynamic_snitch_update_interval_in_ms,memtable_flush_writers,request_timeout_in_ms,cas_contention_timeout_in_ms,permissions_validity_in_ms,rpc_max_threads,truncate_request_timeout_in_ms,stream_throughput_outbound_megabits_per_sec,memtable_offheap_space_in_mb,PERF
239009.0,236957.0,1036.0,1364.0,1695.0,0.7359699890685233,10078.0,4444.0,9187.0,17.0,8751.0,618.0,26.0,99717.0,181306.0,994.0,94939.0,1102.0,26726.0,6779.0,2.0,1658.0,12103.0,9052.0,2093.0,223163.0,4253.0,8495.0,1278.5228271484375
59046.0,5984.0,5012.0,2136.0,1047.0,0.998683568192552,10149.0,2626.0,13430.0,22.0,11037.0,3446.0,46.0,197899.0,89739.0,981.0,96190.0,348.0,45255.0,17907.0,13.0,13728.0,12709.0,23241.0,2426.0,208218.0,2896.0,13266.0,-1.0
224927.0,115263.0,8602.0,13812.0,1473.0,0.48660855486158505,3404.0,4681.0,10568.0,6.0,13626.0,1033.0,54.0,78909.0,239425.0,709.0,50427.0,1050.0,39107.0,14739.0,10.0,5987.0,13236.0,23459.0,2763.0,20693.0,6581.0,10944.0,-1.0
226915.0,47866.0,11222.0,975.0,1331.0,0.27309973233714935,3476.0,12608.0,1817.0,15.0,12820.0,945.0,14.0,220408.0,106883.0,719.0,3192.0,744.0,10365.0,16851.0,4.0,23909.0,1510.0,18668.0,1106.0,65411.0,6525.0,2525.0,-1.0
45951.0,172880.0,5906.0,743.0,2004.0,0.15142010875655154,640.0,4963.0,9324.0,21.0,1767.0,1294.0,3.0,113376.0,191960.0,742.0,90202.0,1518.0,51755.0,17663.0,14.0,6412.0,16825.0,9001.0,1328.0,113059.0,7010.0,2087.0,-1.0
146247.0,98250.0,7819.0,2243.0,1943.0,0.2590964232522055,9130.0,6050.0,515.0,16.0,2177.0,234.0,3.0,42136.0,25776.0,638.0,50828.0,1967.0,56052.0,24863.0,8.0,11672.0,6943.0,15434.0,2765.0,200451.0,5705.0,3997.0,-1.0
105765.0,131556.0,271.0,628.0,845.0,0.111174967229976,10884.0,3476.0,1721.0,6.0,3534.0,841.0,32.0,117279.0,78812.0,645.0,21248.0,1816.0,57789.0,18250.0,13.0,13276.0,14903.0,2798.0,2198.0,132216.0,1531.0,1588.0,-1.0
200667.0,91558.0,7884.0,13829.0,1247.0,0.28958076753016326,14754.0,5366.0,531.0,19.0,1589.0,1176.0,50.0,168863.0,5899.0,456.0,41070.0,987.0,12545.0,14759.0,3.0,7824.0,9886.0,23485.0,1258.0,189236.0,1619.0,8658.0,-1.0
97957.0,115816.0,11352.0,5986.0,272.0,0.12177009972153996,1299.0,12242.0,9704.0,26.0,10414.0,113.0,40.0,194793.0,181432.0,502.0,35761.0,930.0,47936.0,6796.0,15.0,12461.0,23908.0,20421.0,3613.0,209329.0,2444.0,3628.0,-1.0
122207.0,64866.0,6529.0,10219.0,1861.0,0.5859005803451007,12286.0,1390.0,5501.0,27.0,2265.0,1595.0,5.0,23547.0,224084.0,988.0,64809.0,284.0,17827.0,5869.0,19.0,17346.0,11476.0,13861.0,1356.0,136141.0,7604.0,11385.0,-1.0
24056.0,129135.0,10787.0,3933.0,1814.0,0.4609409641279719,10578.0,5825.0,14928.0,22.0,8635.0,567.0,27.0,9481.0,149600.0,882.0,18046.0,1035.0,28980.0,10182.0,20.0,23480.0,17899.0,12656.0,3695.0,84020.0,5990.0,9945.0,-1.0
190406.0,213021.0,3529.0,9356.0,833.0,0.6669718800675543,14660.0,9145.0,421.0,14.0,10696.0,3358.0,39.0,204422.0,6250.0,943.0,72947.0,1225.0,54325.0,22128.0,4.0,20574.0,19384.0,6269.0,3096.0,147384.0,1612.0,12102.0,1288.508056640625
34485.0,153088.0,6629.0,3879.0,1158.0,0.4670868792587053,3154.0,13921.0,1324.0,2.0,7322.0,3184.0,40.0,189207.0,122280.0,678.0,33492.0,556.0,30205.0,785.0,4.0,19095.0,5086.0,19155.0,3206.0,102313.0,5432.0,11853.0,-1.0
216008.0,33734.0,2606.0,5786.0,956.0,0.29481887188440636,254.0,8031.0,14511.0,11.0,8106.0,1465.0,27.0,217908.0,78490.0,652.0,48381.0,1091.0,54887.0,2010.0,23.0,8300.0,16476.0,20222.0,2846.0,99455.0,6741.0,1575.0,-1.0
158335.0,97793.0,8050.0,12779.0,1620.0,0.6288401714648099,4690.0,3361.0,6998.0,8.0,4220.0,3640.0,8.0,205053.0,96045.0,370.0,31842.0,183.0,27477.0,4245.0,13.0,8007.0,22459.0,23168.0,2264.0,160625.0,7444.0,5028.0,-1.0
24906.0,59475.0,3005.0,10209.0,775.0,0.3560979153234104,11946.0,3365.0,12175.0,18.0,6051.0,3132.0,21.0,219912.0,231629.0,507.0,68999.0,1899.0,44570.0,18800.0,24.0,23453.0,19060.0,24510.0,1850.0,156376.0,5398.0,5638.0,-1.0
98806.0,43710.0,14374.0,5374.0,980.0,0.8935650655889159,2878.0,13834.0,2124.0,2.0,5313.0,1377.0,55.0,221055.0,190867.0,442.0,54270.0,497.0,50022.0,9808.0,9.0,16307.0,4528.0,9002.0,3596.0,25571.0,1223.0,3224.0,-1.0
62759.0,105110.0,3902.0,5206.0,521.0,0.24008843100098187,9198.0,4851.0,5748.0,21.0,1000.0,564.0,51.0,108698.0,195143.0,141.0,52301.0,1695.0,20324.0,19227.0,17.0,10469.0,24936.0,10779.0,2351.0,155632.0,2603.0,12597.0,1272.888427734375
149392.0,147008.0,8171.0,14775.0,2001.0,0.8407913572456609,6873.0,5935.0,7990.0,3.0,1695.0,3782.0,9.0,234483.0,170572.0,915.0,7738.0,633.0,47888.0,320.0,4.0,9415.0,5072.0,5036.0,2891.0,24796.0,7774.0,9810.0,-1.0
12460.0,224682.0,3774.0,7273.0,1144.0,0.13863354694658891,7582.0,877.0,3194.0,25.0,12344.0,1996.0,41.0,219149.0,36711.0,497.0,13180.0,260.0,6551.0,5373.0,3.0,6165.0,10037.0,16170.0,3410.0,226237.0,5768.0,7704.0,-1.0
229248.0,40765.0,1760.0,12285.0,1280.0,0.21031452844642562,5721.0,4289.0,6605.0,13.0,6020.0,3035.0,49.0,141578.0,119249.0,291.0,76536.0,1974.0,13795.0,17606.0,20.0,16797.0,1637.0,14510.0,1603.0,50197.0,4680.0,9747.0,1226.7647705078125
156365.0,185554.0,10599.0,7179.0,125.0,0.7722226221952915,12363.0,12032.0,9071.0,2.0,3002.0,429.0,38.0,137072.0,48246.0,956.0,97797.0,1801.0,27867.0,7365.0,7.0,20778.0,17792.0,8089.0,3531.0,143095.0,3360.0,6348.0,-1.0
180120.0,113850.0,9956.0,1918.0,1430.0,0.2722408171317072,13666.0,3095.0,5165.0,15.0,5934.0,2006.0,55.0,52046.0,193500.0,696.0,78624.0,912.0,27305.0,8711.0,14.0,7109.0,5499.0,12740.0,1576.0,118398.0,4629.0,4780.0,-1.0
42622.0,151276.0,12930.0,3411.0,1257.0,0.6586846379704415,13284.0,9826.0,4790.0,7.0,12565.0,1150.0,2.0,217897.0,51080.0,319.0,31897.0,534.0,43466.0,8636.0,13.0,11064.0,20987.0,2027.0,2643.0,34699.0,1289.0,9181.0,-1.0
93937.0,16231.0,8905.0,13724.0,1316.0,0.49552742748559586,12031.0,13189.0,2481.0,9.0,14474.0,3520.0,13.0,176562.0,218827.0,595.0,70224.0,1062.0,14129.0,5405.0,3.0,16975.0,4234.0,16141.0,2124.0,110156.0,7766.0,5998.0,-1.0
118701.0,94994.0,3383.0,3438.0,1092.0,0.8174176282147076,1448.0,13617.0,10199.0,3.0,10629.0,1537.0,31.0,27222.0,128552.0,524.0,78246.0,1174.0,42308.0,18389.0,7.0,1594.0,12432.0,4626.0,1438.0,81776.0,4347.0,9313.0,1250.201171875
161597.0,235663.0,1710.0,8413.0,202.0,0.670020484450388,6617.0,2026.0,4830.0,19.0,7140.0,3589.0,22.0,86468.0,230800.0,609.0,10708.0,1575.0,21845.0,23692.0,18.0,20317.0,22492.0,13518.0,3709.0,8343.0,2789.0,12599.0,1255.0966796875
2074.0,168122.0,14987.0,10758.0,1749.0,0.07672834910750082,8150.0,8782.0,6674.0,12.0,11875.0,634.0,4.0,149163.0,241684.0,828.0,67317.0,611.0,54267.0,1101.0,8.0,19913.0,22462.0,11026.0,3550.0,29493.0,4815.0,1200.0,-1.0
58354.0,47496.0,292.0,6139.0,1027.0,0.2810186563581565,9809.0,764.0,7882.0,15.0,6094.0,3477.0,9.0,107983.0,116031.0,379.0,97369.0,1156.0,31015.0,11055.0,13.0,23823.0,20159.0,16752.0,1494.0,149440.0,1109.0,5394.0,-1.0
5777.0,176300.0,14666.0,9603.0,1166.0,0.2504103778366278,6691.0,6693.0,6489.0,9.0,3352.0,2857.0,57.0,205708.0,156142.0,37.0,30228.0,1684.0,58364.0,13741.0,16.0,17473.0,6855.0,18263.0,2052.0,212070.0,3747.0,10018.0,-1.0
